# ra dec
ra	dec	dist	vmag	absmag
287.50731	-39.340796	145.3488	4.1	-1.712
40.166715	-39.855375	46.1894	4.11	0.787
105.939555	-15.633286	135.5014	4.11	-1.55
129.410985	-42.989081	558.6592	4.11	-4.626
147.86955	-14.846603	80.9061	4.11	-0.43
158.86749	-78.607786	128.041	4.11	-1.427
176.62848	-61.178398	119.4743	4.11	-1.276
234.18	-66.317037	61.8429	4.11	0.154
287.368035	-37.904474	38.432	4.11	1.187
345.220155	-52.754137	33.3778	4.11	1.493
39.896985	-68.266946	46.5549	4.12	0.78
63.724425	48.409331	276.2431	4.12	-3.086
90.59583	9.647276	47.5059	4.12	0.736
181.302255	8.732985	50.0501	4.12	0.623
298.81539	-41.868288	55.7414	4.12	0.389
312.95538	-26.919133	258.3979	4.12	-2.941
337.439325	-43.749224	101.2146	4.12	-0.906
80.986785	-7.808065	48.2393	4.13	0.713
97.240785	20.212133	166.9449	4.13	-1.983
238.456395	-16.729293	51.6529	4.13	0.565
311.5239	-25.270898	14.6778	4.13	3.297
341.51538	-81.381615	45.7666	4.13	0.827
354.98766	5.626292	13.7137	4.13	3.444
52.718235	12.936678	104.9318	4.14	-0.965
56.58156	23.948358	116.5501	4.14	-1.193
129.41403	5.703782	49.1642	4.14	0.682
181.720305	-64.61373	19.755	4.14	2.662
233.232435	31.359133	115.0748	4.14	-1.165
239.39691	26.87788	67.8887	4.14	-0.019
326.16138	25.645036	34.2231	4.14	1.468
333.9924	37.748737	190.4762	4.14	-2.259
107.966085	-0.492764	117.7856	4.15	-1.205
260.92062	37.145946	120.6273	4.15	-1.257
355.102035	44.333932	51.6262	4.15	0.586
91.030065	23.263341	47.5511	4.16	0.774
112.277925	31.78455	18.0473	4.16	2.878
261.59256	-24.175309	25.4972	4.16	2.128
8.249955	62.931783	100000	4.17	-15.83
57.363555	-36.20025	64.3501	4.17	0.127
334.208475	-7.78329	57.4713	4.17	0.373
213.223935	-10.273702	78.125	4.18	-0.284
214.09611	46.088305	30.3582	4.18	1.769
249.09363	-35.255326	105.042	4.18	-0.927
333.75816	57.043587	26.1986	4.18	2.089
340.16391	-27.043617	149.2537	4.18	-1.69
207.361365	-34.450776	56.1167	4.19	0.445
281.415525	20.546308	19.2086	4.19	2.773
82.69605	5.948139	92.8505	4.2	-0.639
119.21475	-22.880119	160	4.2	-1.821
156.970905	36.707212	47.1921	4.2	0.831
248.52576	42.437041	96.5251	4.2	-0.723
341.67324	12.172888	16.2973	4.2	3.139
343.98708	-32.539628	47.259	4.2	0.828
52.26723	59.94033	595.2381	4.21	-4.663
66.34233	22.293874	47.1921	4.21	0.841
251.492385	82.037262	93.1966	4.21	-0.637
307.395225	62.994105	41.841	4.21	1.102
321.610575	-65.366198	9.2618	4.21	4.377
42.645945	38.318644	37.0233	4.22	1.378
56.71206	-23.249723	17.6274	4.22	2.989
118.32567	-48.102934	507.6142	4.22	-4.308
241.64811	-36.802288	127.0648	4.22	-1.3
246.755985	-18.456251	161.0306	4.22	-1.815
275.189325	71.337814	92.8505	4.22	-0.619
281.79363	-4.747867	280.8989	4.22	-3.023
283.05432	-62.187593	438.5965	4.22	-3.99
283.62618	36.898613	225.7336	4.22	-2.548
311.415645	30.719715	61.6523	4.22	0.27
319.353975	39.394681	884.9558	4.22	-5.515
348.580665	-6.049003	61.9579	4.22	0.26
5.01213	-64.874791	8.5866	4.23	4.561
115.828005	28.88351	38.3436	4.23	1.312
197.96856	27.878183	9.1291	4.23	4.428
206.422065	-33.043721	19.4024	4.23	2.791
210.411645	1.544532	68.9655	4.23	0.037
242.19243	44.934906	62.5391	4.23	0.249
250.77189	-77.517435	48.1232	4.23	0.818
286.604565	-37.063437	17.304	4.23	3.039
325.876905	58.780046	100000	4.23	-15.77
326.698365	49.30957	338.9831	4.23	-3.421
17.184195	86.25709	85.9107	4.24	-0.43
36.746325	-47.70384	155.7632	4.24	-1.722
41.030625	-13.858696	120.4819	4.24	-1.165
184.58718	-79.31224	91.4913	4.24	-0.567
188.436165	41.35748	8.4395	4.24	4.608
247.845555	-34.704366	170.068	4.24	-1.913
265.353645	-12.875307	53.1067	4.24	0.614
348.972885	-9.087737	45.9348	4.24	0.929
18.94056	-68.875927	20.9556	4.25	2.643
61.646025	50.351262	129.3661	4.25	-1.309
68.913585	10.16079	47.8927	4.25	0.849
69.17262	41.264808	244.4988	4.25	-2.691
77.2866	-8.754081	248.7562	4.25	-2.729
125.70882	43.188131	117.2333	4.25	-1.095
193.359105	-40.178872	45.5581	4.25	0.957
216.88137	75.695993	110.011	4.25	-0.957
326.3622	61.120806	100000	4.25	-15.75
17.37552	47.241792	219.7802	4.26	-2.45
26.34846	9.157736	85.6898	4.26	-0.405
49.97916	-43.069784	6.0434	4.26	5.354
53.44698	-21.632883	89.9281	4.26	-0.509
64.006455	-51.486648	20.4625	4.26	2.705
73.51254	66.342678	100000	4.26	-15.74
134.62176	11.857701	57.7367	4.26	0.453
264.136815	-38.635308	50.8388	4.26	0.729
270.376695	21.595782	127.8772	4.26	-1.274
330.947025	64.627971	29.5946	4.26	1.904
15.73587	7.890135	55.7414	4.27	0.539
41.235585	10.114146	25.7732	4.27	2.214
63.883575	8.892357	139.6648	4.27	-1.455
69.539415	12.510838	47.081	4.27	0.906
70.56126	22.956926	122.1001	4.27	-1.164
196.7277	-49.906246	143.2665	4.27	-1.511
229.633455	-47.875272	102.8807	4.27	-0.792
290.80464	-44.799778	41.1353	4.27	1.199
311.6646	16.124296	38.7297	4.27	1.33
351.99207	6.378992	45.5373	4.27	0.978
66.576915	22.813583	47.1476	4.28	0.913
144.272265	81.326382	304.878	4.28	-3.141
156.78795	-31.067779	112.2334	4.28	-0.971
261.838635	-29.867033	34.2114	4.28	1.609
303.34932	56.567722	48.8281	4.28	0.837
320.56164	-16.834542	60.3136	4.28	0.378
332.496855	33.178224	80.6452	4.28	-0.253
346.71975	-43.520358	40.4367	4.28	1.246
54.218265	0.401662	13.9626	4.29	3.565
79.893855	-13.176788	261.0966	4.29	-2.794
159.82668	-55.603268	257.732	4.29	-2.766
178.227195	-33.908124	94.9668	4.29	-0.598
236.014485	77.794493	113.1222	4.29	-0.978
247.784865	-16.612733	74.6826	4.29	-0.076
331.60929	-13.869679	53.7057	4.29	0.64
337.87635	-32.346073	43.7828	4.29	1.083
354.53415	43.268073	153.1394	4.29	-1.635
14.65149	-29.357449	238.0952	4.3	-2.584
37.039755	8.460054	59.2066	4.3	0.438
56.30205	24.467278	125.4705	4.3	-1.193
57.149445	-37.620155	50.7357	4.3	0.773
66.37242	17.92791	45.5373	4.3	1.008
89.983755	45.936736	230.4147	4.3	-2.513
130.80615	3.398662	179.8561	4.3	-1.975
163.90335	24.749718	87.9507	4.3	-0.421
174.23721	-0.823749	55.6483	4.3	0.573
177.421155	-63.788478	182.4818	4.3	-2.006
188.01765	-16.196007	18.2815	4.3	2.99
215.081445	-56.386497	375.9398	4.3	-3.576
304.41195	-12.508212	174.5201	4.3	-1.909
130.154295	-59.761003	442.4779	4.31	-3.919
216.732015	-83.667884	91.659	4.31	-0.501
231.122715	37.377167	34.6861	4.31	1.609
241.85136	-20.868764	89.1266	4.31	-0.44
309.584505	-1.105121	103.4126	4.31	-0.763
54.122385	48.192634	178.8909	4.32	-1.943
70.110465	-19.671493	112.9944	4.32	-0.945
83.053125	18.594234	549.4505	4.32	-4.38
93.84456	29.498076	54.2594	4.32	0.648
131.593905	-13.54772	75.1315	4.32	-0.059
142.930125	22.967971	100.9082	4.32	-0.7
180.756705	-63.31293	72.0461	4.32	0.032
197.497035	17.529431	17.8253	4.32	3.065
207.956685	-32.994089	105.3741	4.32	-0.794
222.909615	-43.575359	123.9157	4.32	-1.146
260.20692	-12.846875	62.3053	4.32	0.347
112.040805	8.92553	97.561	4.33	-0.616
193.27887	-48.943315	90.2527	4.33	-0.447
216.54504	-45.379276	97.8474	4.33	-0.623
258.83754	-26.602829	5.9333	4.33	5.464
272.145	-63.668553	39.8565	4.33	1.328
274.965465	36.064547	77.1605	4.33	-0.107
169.54677	31.528783	10.4167	4.33	4.241
9.2202	33.719344	183.4862	4.34	-1.978
9.63903	29.311751	50.226	4.34	0.835
17.775255	55.149901	40.95	4.34	1.279
86.193345	-65.735526	45.8716	4.34	1.032
97.964025	-23.418422	423.7288	4.34	-3.795
125.161725	-77.484477	47.619	4.34	0.951
139.05036	-57.541473	149.7006	4.34	-1.536
144.20658	-49.355026	32.3206	4.34	1.793
210.43122	-45.603421	389.1051	4.34	-3.61
234.51348	-42.567348	67.0241	4.34	0.209
261.628665	4.14036	276.2431	4.34	-2.866
281.193135	37.605115	47.8698	4.34	0.94
281.75529	18.181519	28.8934	4.34	2.036
326.1279	17.350017	284.0909	4.34	-2.927
337.382595	47.706887	505.0505	4.34	-4.177
47.90733	19.726677	52.0291	4.35	0.769
72.65301	8.900176	68.8231	4.35	0.161
98.7441	-52.975607	418.41	4.35	-3.758
104.31918	58.422759	54.6747	4.35	0.661
121.982595	-68.617062	172.4138	4.35	-1.833
132.10821	5.837812	108.5776	4.35	-0.829
186.73449	28.268423	51.2821	4.35	0.8
229.45767	-30.148673	99.9001	4.35	-0.648
263.05377	86.58646	52.7704	4.35	0.738
275.806755	-61.493901	143.6782	4.35	-1.437
289.09206	38.133731	255.102	4.35	-2.684
326.236695	-33.025781	62.6174	4.35	0.367
7.885875	-62.958218	41.4079	4.36	1.275
10.838505	-57.46306	75.5287	4.36	-0.031
33.249975	8.846717	117.5088	4.36	-0.99
52.643685	47.995216	110.2536	4.36	-0.852
61.173795	22.081926	57.3723	4.36	0.566
73.223625	-5.452695	72.0461	4.36	0.072
78.30783	-12.941291	223.2143	4.36	-2.384
89.384205	-35.28328	266.6667	4.36	-2.77
104.03427	-17.054242	769.2308	4.36	-5.07
122.14854	-2.983786	324.6753	4.36	-3.197
211.51155	-41.179633	156.4945	4.36	-1.612
294.18033	-1.286601	119.9041	4.36	-1.034
0.49008	-6.014072	132.4503	4.37	-1.24
94.138065	-35.140519	55.9597	4.37	0.631
109.67703	-24.954375	917.4312	4.37	-5.443
165.03858	-42.225859	60.1685	4.37	0.473
272.18955	20.814557	280.8989	4.37	-2.873
299.934075	-35.276305	158.9825	4.37	-1.637
197.487465	-5.53901	96.8054	4.38	-0.549
302.222175	77.711419	96.5251	4.38	-0.543
351.51162	-20.642014	86.881	4.38	-0.315
353.24268	-37.818268	53.3618	4.38	0.744
28.41153	-46.302669	104.8218	4.39	-0.712
57.380355	65.525972	243.9024	4.39	-2.546
83.70516	9.489579	333.3333	4.39	-3.224
88.59579	20.276174	8.6633	4.39	4.702
95.942025	4.592865	37.4953	4.39	1.52
120.5664	2.334571	77.8816	4.39	-0.067
151.97613	9.997508	90.5797	4.39	-0.395
225.72516	2.091303	59.9161	4.39	0.502
253.501965	10.165359	75.188	4.39	0.009
260.251515	-21.112933	17.3551	4.39	3.193
295.024125	18.01389	130.3781	4.39	-1.186
295.26225	17.476041	134.7709	4.39	-1.258
319.96644	-53.449427	30.2847	4.39	1.984
14.301675	23.417648	70.4225	4.4	0.161
117.02154	-25.937169	434.7826	4.4	-3.791
122.256825	-19.245014	142.6534	4.4	-1.371
284.237655	-67.233495	153.3742	4.4	-1.529
329.479395	-54.992575	57.6701	4.4	0.595
102.463815	-53.622449	166.9449	4.41	-1.703
107.784885	30.245163	98.4252	4.41	-0.556
215.75934	-39.511819	140.2525	4.41	-1.325
262.68462	26.110645	113.2503	4.41	-0.86
269.625615	30.189277	263.8522	4.41	-2.697
319.47948	34.896898	196.8504	4.41	-2.061
346.974345	75.387496	75.643	4.41	0.016
349.475895	-9.182513	123.1527	4.41	-1.042
349.705995	-32.532027	55.8659	4.41	0.674
91.893015	14.768472	158.2278	4.42	-1.576
99.47259	-18.237478	129.199	4.42	-1.136
108.384555	-44.639739	64.0615	4.42	0.387
108.563385	-26.352507	531.9149	4.42	-4.209
123.512145	-40.34789	91.4913	4.42	-0.387
165.582405	20.179842	38.8651	4.42	1.472
222.572205	-27.960371	101.5228	4.42	-0.613
236.6109	7.353073	12.1242	4.42	4.002
270.43833	1.305076	89.6861	4.42	-0.344
335.890125	52.229046	52.1105	4.42	0.835
351.344895	23.404101	52.2466	4.42	0.83
56.535555	-12.101589	147.4926	4.43	-1.414
63.818055	-7.652871	4.9845	4.43	5.942
74.3217	53.752101	114.0251	4.43	-0.855
288.43953	39.145968	425.5319	4.43	-3.715
300.664485	-27.709845	137.5516	4.43	-1.262
305.965065	32.190172	76.6284	4.43	0.008
310.864725	15.074581	68.4463	4.43	0.253
311.934315	-5.027701	179.5332	4.43	-1.841
3.660075	-18.932866	137.1742	4.44	-1.246
12.170595	7.585079	95.4198	4.44	-0.458
64.12107	-59.302156	18.2382	4.44	3.135
70.140585	-41.863752	20.1654	4.44	2.917
94.90578	59.010964	48.0077	4.44	1.033
113.513265	-22.296067	25.2972	4.44	2.425
122.83956	-39.618545	520.8333	4.44	-4.143
124.63887	-36.659288	28.6287	4.44	2.156
218.154435	-50.457157	176.3668	4.44	-1.792
292.176405	24.664905	91.1577	4.44	-0.359
25.35789	5.487613	111.3586	4.45	-0.784
42.272535	-32.405898	52.9381	4.45	0.831
78.074595	-11.869219	71.0732	4.45	0.191
92.984985	14.208765	186.2197	4.45	-1.9
129.689325	3.341435	114.2857	4.45	-0.84
135.022575	-41.253605	64.5161	4.45	0.402
158.8971	-57.557636	361.0108	4.45	-3.338
161.446305	-80.540188	107.5269	4.45	-0.708
169.165425	-3.651601	56.4653	4.45	0.691
248.034165	-21.46639	51.7063	4.45	0.882
288.888435	73.355468	44.8833	4.45	1.19
293.522295	7.378941	32.9924	4.45	1.858
37.266555	67.402474	40.7332	4.46	1.41
58.57293	-2.95473	95.9693	4.46	-0.451
78.322845	2.861265	107.2961	4.46	-0.693
137.217945	51.604648	28.8184	4.46	2.162
167.91453	-22.825847	104.2753	4.46	-0.631
182.02182	-50.661278	134.4086	4.46	-1.182
246.796005	-47.554786	162.6016	4.46	-1.596
343.131405	-32.875504	66.0502	4.46	0.361
41.275725	-18.572563	14.2207	4.47	3.705
50.084835	29.048458	166.3894	4.47	-1.636
74.63709	1.714016	289.8551	4.47	-2.841
97.042545	-32.58007	129.8701	4.47	-1.098
98.22594	7.332965	100000	4.47	-15.53
119.56017	-49.244912	294.1176	4.47	-2.873
136.286775	-72.602705	122.8501	4.47	-0.977
141.16359	26.182324	61.7284	4.47	0.518
143.706075	52.051477	80.3859	4.47	-0.056
177.786285	-45.17347	132.8021	4.47	-1.146
218.67	29.74513	15.8328	4.47	3.472
224.295825	-4.346462	26.9034	4.47	2.321
318.620055	10.006981	18.4877	4.47	3.136
331.52871	-39.543353	74.239	4.47	0.117
11.1813	48.284364	215.5172	4.48	-2.187
60.22419	-62.159284	143.8849	4.48	-1.31
66.58641	15.618265	49.0918	4.48	1.025
101.9652	2.412159	112.8668	4.48	-0.783
151.9845	-0.371637	86.881	4.48	-0.215
230.844375	-59.320787	137.5516	4.48	-1.212
246.02577	-20.037327	61.1621	4.48	0.548
345.969225	3.820045	125.1564	4.48	-1.007
346.670175	-23.743115	66.313	4.48	0.372
30.48966	70.90702	35.2609	4.49	1.754
68.37735	-29.766492	38.956	4.49	1.537
100.997055	13.228017	88.574	4.49	-0.247
108.14025	-46.759305	21.427	4.49	2.835
118.16103	-38.862812	198.8072	4.49	-2.002
151.857315	35.244693	28.2406	4.49	2.236
220.18152	16.418324	93.7207	4.49	-0.369
294.11058	50.221103	18.3352	4.49	3.174
316.781955	-25.005853	139.8601	4.49	-1.238
326.03565	28.742632	22.237	4.49	2.755
355.511685	1.780041	32.6904	4.49	1.918
355.680585	-14.544905	45.5373	4.49	1.198
359.97891	-65.577132	114.4165	4.49	-0.802
84.79644	4.121467	423.7288	4.5	-3.635
87.456765	-56.166663	54.2005	4.5	0.83
131.677305	-56.769776	185.5288	4.5	-1.842
155.228355	-56.04322	352.1127	4.5	-3.233
176.99643	20.218931	71.3267	4.5	0.234
206.81565	17.456906	15.6177	4.5	3.532
303.94224	27.814242	103.8422	4.5	-0.582
317.39853	-11.371693	48.852	4.5	1.056
322.180815	-21.80718	52.4659	4.5	0.901
332.09583	-32.988468	41.6493	4.5	1.402
333.46968	39.714927	147.929	4.5	-1.35
340.128495	44.276305	102.0408	4.5	-0.544
4.581945	36.785224	41.3223	4.51	1.429
17.91513	30.089638	51.7598	4.51	0.94
87.293505	39.181071	63.4115	4.51	0.499
142.311345	-35.951335	217.8649	4.51	-2.181
144.837585	-61.32806	69.2042	4.51	0.309
235.38774	19.670401	58.2751	4.51	0.683
300.7044	67.873565	131.406	4.51	-1.083
311.00949	-51.920971	24.1721	4.51	2.593
324.27012	-19.466011	323.6246	4.51	-3.04
336.832965	-64.966354	76.9231	4.51	0.08
358.59597	57.499382	100000	4.51	-15.49
41.9772	29.247118	52.6039	4.52	0.915
200.658165	-60.988393	108.6957	4.52	-0.661
201.00192	-64.535668	79.8085	4.52	0.01
214.77747	-13.371095	57.1755	4.52	0.734
226.11147	26.947649	75.4148	4.52	0.133
272.807355	-45.954418	128.2051	4.52	-1.02
290.431755	-15.955018	546.4481	4.52	-4.168
311.33817	57.579725	27.2926	4.52	2.34
322.487055	23.638838	120.7729	4.52	-0.89
337.62192	43.123376	526.3158	4.52	-4.086
7.88919	-62.965561	51.6529	4.53	0.965
12.45351	41.078911	189.3939	4.53	-1.857
90.01395	-3.074253	129.0323	4.53	-1.023
114.342135	-34.96853	110.4972	4.53	-0.687
213.37077	51.789965	50.1002	4.53	1.031
261.65784	-5.086596	30.0752	4.53	2.139
266.89011	-27.830788	302.1148	4.53	-2.871
311.852235	36.490717	235.8491	4.53	-2.333
348.1374	49.406207	24.5881	4.53	2.576
79.544025	33.371613	71.2251	4.54	0.277
98.76411	-22.964793	135.318	4.54	-1.117
142.99554	-1.184664	158.7302	4.54	-1.463
143.55576	36.397558	56.7215	4.54	0.771
143.620545	69.830343	31.9285	4.54	2.019
222.847395	19.10046	6.7123	4.54	5.406
228.05538	-19.79171	116.4144	4.54	-0.79
230.788965	-36.858489	159.2357	4.54	-1.47
299.2368	-27.169899	255.102	4.54	-2.494
346.751085	9.409492	100.8065	4.54	-0.477
352.288725	12.760554	53.6193	4.54	0.893
0.93495	-17.335988	83.4725	4.55	-0.058
52.4781	58.87875	769.2308	4.55	-4.88
76.1016	-35.482978	55.5864	4.55	0.825
105.016215	76.977408	56.338	4.55	0.796
112.44909	12.006564	175.4386	4.55	-1.671
148.026495	54.064332	156.0062	4.55	-1.416
233.97189	-44.958389	131.2336	4.55	-1.04
245.159085	-24.16932	269.5418	4.55	-2.603
272.02074	-28.457093	103.9501	4.55	-0.534
325.47978	71.311417	55.9284	4.55	0.812
335.25642	46.536569	170.068	4.55	-1.603
336.129135	49.476392	689.6552	4.55	-4.643
42.87849	35.059741	143.2665	4.56	-1.221
59.686425	-61.400185	161.2903	4.56	-1.478
88.33185	27.612262	129.7017	4.56	-1.005
136.632375	38.452215	250.6266	4.56	-2.435
168.800955	23.095502	294.1176	4.56	-2.783
216.534285	-45.221424	334.4482	4.56	-3.062
263.91498	-46.505684	116.0093	4.56	-0.762
313.032015	27.096979	57.8035	4.56	0.75
316.65039	47.648403	316.4557	4.56	-2.942
54.27366	-40.274545	70.7714	4.57	0.321
246.35397	14.03327	76.6871	4.57	0.146
246.39633	-23.447178	110.742	4.57	-0.652
265.48467	72.148843	22.8363	4.57	2.777
283.68702	22.645076	144.7178	4.57	-1.233
287.08734	-40.496703	54.7345	4.57	0.879
298.36539	24.079614	102.5641	4.57	-0.485
83.84652	-4.838358	271.0027	4.58	-2.585
147.91947	-46.54762	323.6246	4.58	-2.97
160.884585	-60.566619	349.6503	4.58	-3.138
198.07338	-59.920579	116.144	4.58	-0.745
207.858075	64.723272	113.8952	4.58	-0.703
243.075855	-27.926372	146.8429	4.58	-1.254
264.46131	-8.118771	231.4815	4.58	-2.243
350.15934	23.740337	49.5786	4.58	1.104
10.33149	-46.085007	75.358	4.59	0.204
55.70862	-37.313518	56.4972	4.59	0.83
57.58953	71.332266	110.011	4.59	-0.617
81.70929	3.095674	348.4321	4.59	-3.121
130.0536	64.327936	78.4929	4.59	0.116
142.287075	-2.768964	17.334	4.59	3.396
154.903155	-55.029305	568.1818	4.59	-4.182
168.150075	-60.317625	100000	4.59	-15.41
237.39855	26.068394	52.1376	4.59	1.004
238.402995	-25.327142	154.0832	4.59	-1.349
281.094915	39.612721	47.6872	4.59	1.198
294.17679	-24.883623	58.1395	4.59	0.768
357.231405	-28.130268	42.1408	4.59	1.466
64.56084	50.295502	96.1538	4.6	-0.315
151.28112	-13.064626	96.1538	4.6	-0.315
164.179335	-37.137765	58.2751	4.6	0.773
221.310255	16.96428	74.5156	4.6	0.239
231.334275	-38.73362	120.3369	4.6	-0.802
238.168545	42.451518	15.8932	4.6	3.594
290.167005	65.714531	70.1754	4.6	0.369
1.33392	-5.707618	39.4945	4.61	1.627
4.272945	38.681636	94.697	4.61	-0.272
28.388955	3.187536	54.9149	4.61	0.912
47.822445	39.611582	88.3392	4.61	-0.121
111.678555	49.211527	83.8926	4.61	-0.009
119.96688	-18.399228	73.9645	4.61	0.265
233.54457	-10.064529	28.9268	4.61	2.303
308.47578	35.250852	847.4576	4.61	-5.031
14.16648	59.181056	61.2745	4.62	0.684
59.981175	-24.016215	100.4016	4.62	-0.389
75.77394	21.589962	52.9661	4.62	1
82.982745	-7.301537	877.193	4.62	-5.095
137.011995	-25.858536	171.8213	4.62	-1.555
166.254285	7.336007	28.9939	4.62	2.308
166.635225	-62.424113	122.1001	4.62	-0.814
173.690325	-54.264091	130.719	4.62	-0.962
191.594715	-56.488815	117.9245	4.62	-0.738
193.663335	-59.146701	117.6471	4.62	-0.733
246.950775	-8.371731	40.95	4.62	1.559
270.12087	-3.690269	23.5516	4.62	2.76
278.375745	-42.31251	170.9402	4.62	-1.544
284.054925	4.203595	47.4158	4.62	1.24
44.80302	21.340429	101.9368	4.63	-0.412
115.884945	-28.410885	236.9668	4.63	-2.243
118.26516	-49.613044	232.5581	4.63	-2.203
130.91823	-7.23373	235.8491	4.63	-2.233
138.93783	-37.413144	50.4796	4.63	1.114
189.96891	-39.987302	111.8568	4.63	-0.613
205.184505	54.681634	160.5136	4.63	-1.398
224.396145	65.93246	140.8451	4.63	-1.114
237.74478	-25.751295	151.7451	4.63	-1.276
240.883965	-57.775064	39.3856	4.63	1.653
277.84344	-62.278302	134.5895	4.63	-1.015
282.80022	59.388351	104.8218	4.63	-0.472
359.439705	25.141401	145.9854	4.63	-1.192
58.427925	-24.61223	115.6069	4.64	-0.675
73.72386	10.150833	35.6633	4.64	1.879
90.979935	20.138452	552.4862	4.64	-4.072
206.66406	-51.432766	80.5153	4.64	0.111
234.844485	36.635812	145.1379	4.64	-1.169
235.297575	-44.661205	17.4368	4.64	3.433
252.458445	-10.783	31.9795	4.64	2.116
259.417755	37.291498	53.7924	4.64	0.986
271.826505	8.733867	83.612	4.64	0.029
291.629535	0.33857	869.5652	4.64	-5.057
308.82723	14.674213	67.4764	4.64	0.494
339.343485	51.545123	52.6316	4.64	1.034
346.04553	50.052091	54.1712	4.64	0.971
40.86297	27.707146	105.1525	4.65	-0.459
68.462145	14.844424	48.5201	4.65	1.22
76.142295	15.404105	111.9821	4.65	-0.596
88.52487	-63.089627	26.2467	4.65	2.555
109.57665	-36.733962	246.3054	4.65	-2.307
112.67751	-30.962281	460.8295	4.65	-3.668
113.84541	-28.369323	67.9348	4.65	0.49
156.85197	-57.638805	100000	4.65	-15.35
180.218295	6.614322	117.7856	4.65	-0.705
240.803685	-49.229695	67.2948	4.65	0.51
142.67646	-40.465622	18.5563	4.65	3.308
17.86341	21.03465	117.6471	4.66	-0.693
27.39627	-10.68641	23.1857	4.66	2.834
100.244415	9.895754	281.6901	4.66	-2.589
103.90596	-20.136497	29.5858	4.66	2.305
109.145805	-27.881179	124.2236	4.66	-0.811
130.821465	21.468501	55.5556	4.66	0.936
136.40991	-70.538497	296.7359	4.66	-2.702
163.49472	43.189956	75.5287	4.66	0.269
189.81153	-7.995564	90.009	4.66	-0.111
190.64787	-48.813109	58.4454	4.66	0.826
234.94158	-34.411926	67.3401	4.66	0.519
271.25511	-29.580087	266.6667	4.66	-2.47
274.51329	-27.042641	233.6449	4.66	-2.183
275.914935	-8.934383	63.3714	4.66	0.651
300.27519	27.753573	72.4638	4.66	0.359
18.43728	24.583713	136.7989	4.67	-1.01
52.34184	49.508948	165.2893	4.67	-1.421
63.722145	40.483671	291.5452	4.67	-2.654
69.818745	15.917977	47.6872	4.67	1.278
91.53885	-14.935254	52.9661	4.67	1.05
123.053025	17.647771	25.0815	4.67	2.673
137.729115	63.513633	38.7297	4.67	1.73
270.014235	16.750919	205.7613	4.67	-1.897
277.29939	-14.565813	97.9432	4.67	-0.285
281.08476	39.670123	49.776	4.67	1.185
293.087235	69.661175	5.7547	4.67	5.87
315.322755	-32.257767	70.2247	4.67	0.438
23.48292	59.23204	63.8162	4.68	0.655
28.73358	-67.647303	67.0691	4.68	0.547
31.12266	-29.296819	113.7656	4.68	-0.6
44.69028	39.662728	94.9668	4.68	-0.208
134.08029	-52.723475	108.3424	4.68	-0.494
144.613695	4.649293	90.5797	4.68	-0.105
150.053355	8.044223	124.533	4.68	-0.796
159.680055	31.976237	177.305	4.68	-1.564
202.99119	-6.255816	122.549	4.68	-0.762
203.61375	49.015973	55.2792	4.68	0.967
245.086785	-78.695745	233.6449	4.68	-2.163
294.844185	30.153321	81.6327	4.68	0.121
324.437955	-7.854201	54.7645	4.68	0.988
340.89681	-18.830375	132.8021	4.68	-0.936
66.651555	14.713782	127.7139	4.69	-0.841
79.784925	40.099051	12.631	4.69	4.183
