# ra,    dec,  Vmag,   B-V;  This data is extracted from SKY2000 Master Catalog, Version 4 <Goddard Space Flight Center, Flight Dynamics Division (2002)>
ra	dec	vmag	bv
264.4613	-8.1188	4.62	0.095
264.5230	-54.5004	5.25	0.198
264.8662	46.0063	3.81	-0.164
265.0993	-49.4156	4.76	0.407
265.3177	-46.9218	5.79	-0.017
265.3407	51.8182	5.99	1.065
265.3536	-12.8753	4.24	0.088
265.3847	6.3132	5.96	1.270
265.4848	72.1488	4.57	0.432
265.4943	15.9524	5.55	0.380
265.6220	-39.0300	2.39	-0.173
265.7129	-36.9456	5.53	1.558
265.8575	-21.6832	4.87	0.466
265.8681	4.5673	2.77	1.186
265.9966	53.8017	5.75	0.014
266.0363	-51.8341	5.12	0.697
266.1750	-42.7293	5.88	0.153
266.2328	-57.5455	5.97	0.906
266.4333	-64.7239	3.59	1.185
266.6147	27.7207	3.42	0.752
266.7835	17.6970	5.62	0.033
266.8901	-27.8308	4.56	0.719
266.8962	-40.1270	3.01	0.509
266.9032	-14.7258	5.94	0.006
266.9732	2.7073	3.75	0.047
267.1032	20.5654	5.70	0.943
267.2048	25.6229	5.10	1.145
267.2679	50.7811	5.02	0.039
267.2937	-31.7032	4.81	-0.046
267.3626	76.9629	5.03	0.513
267.4645	-37.0433	3.19	1.191
267.5954	29.3221	5.52	1.068
267.6183	-53.6124	5.68	-0.102
267.8856	-40.7725	5.96	1.523
267.8978	-60.1641	5.78	1.005
268.1477	1.3050	5.92	1.563
268.3091	6.1014	5.77	0.443
268.3251	40.0080	5.17	1.194
268.3478	-34.8951	5.59	1.090
268.3822	56.8726	3.74	1.180
268.7965	72.0051	5.42	0.335
268.8550	26.0500	5.47	0.358
268.9617	22.4642	5.62	1.248
269.0633	37.2505	3.84	1.345
269.0793	-15.8125	5.93	0.046
269.1515	51.4889	2.23	1.535
269.1976	-44.3422	4.86	1.196
269.1989	-4.0818	5.45	1.158
269.4412	29.2479	3.70	0.927
269.4492	-41.7163	4.88	1.649
269.6256	30.1893	4.41	0.384
269.7320	-36.8584	5.74	0.909
269.7566	-9.7736	3.32	1.003
269.7720	-30.2530	5.16	1.743
269.9032	-4.8211	5.85	1.540
269.9481	-23.8161	4.74	-0.025
269.9842	45.5014	5.69	1.562
270.0142	16.7509	4.67	1.240
270.0384	80.0041	5.68	0.505
270.0658	4.3686	4.79	-0.104
270.1209	-3.6903	4.63	0.394
270.1613	2.9316	3.98	-0.005
270.3767	21.5958	4.89	0.115
270.4383	1.3051	4.44	0.033
270.4766	-22.7803	5.76	-0.047
270.7700	-8.1803	4.77	0.410
271.3637	2.5001	4.03	0.860
271.4520	-30.4241	3.63	1.300
271.4567	32.2307	5.72	1.178
271.5079	22.2189	4.99	1.637
271.5633	-4.7513	5.74	0.976
271.6578	-50.0915	3.67	-0.103
271.7080	-43.4247	5.63	0.262
271.7564	30.5621	5.06	0.518
271.8374	9.5638	3.72	0.149
271.8697	43.4619	5.01	0.906
271.8856	28.7625	3.84	-0.018
271.9514	-17.1542	5.51	1.130
271.9563	26.0973	5.83	0.124
272.0093	36.4013	5.49	1.159
272.0207	-28.4571	4.56	0.921
272.1451	-63.6686	4.33	0.251
272.1895	20.8146	4.37	-0.170
272.3912	3.9933	5.71	0.372
272.5240	-30.7275	5.53	0.979
272.6090	-62.0022	5.48	0.593
272.6318	54.2866	5.97	0.950
272.8073	-45.9544	4.52	1.005
272.8158	-75.8915	5.86	1.252
272.9306	-23.7012	4.96	1.058
272.9380	33.4471	5.99	0.042
272.9757	31.4053	4.98	1.599
273.1419	-73.6724	5.90	0.466
273.3029	-41.3361	5.47	-0.157
273.4409	-21.0588	3.84	0.185
273.4743	64.3973	5.00	0.425
273.8212	68.7558	5.96	1.052
273.9116	42.1593	5.57	-0.122
273.9192	-63.0554	5.59	0.939
273.9727	-44.2065	5.45	0.957
274.2814	-56.0234	5.37	-0.077
274.2985	-17.3739	5.80	1.540
274.4068	-36.7617	3.13	1.528
274.5133	-27.0426	4.65	1.637
274.7897	7.2598	5.42	1.085
274.7945	24.4461	5.28	1.522
274.9655	36.0645	4.32	1.178
275.0366	-15.8317	5.39	1.463
275.1893	71.3378	4.23	-0.074
275.2169	3.3772	4.85	0.909
275.2374	29.8589	5.61	0.243
275.2485	-29.8281	2.70	1.390
275.2543	28.8700	5.13	0.209
275.2641	72.7328	3.57	0.507
275.3275	-2.8988	3.25	0.943
275.3458	-18.8600	5.77	0.842
275.3861	49.1216	5.03	1.638
275.5363	23.2852	5.42	1.642
275.5774	-38.6569	5.07	1.501
275.6472	12.0297	5.98	0.052
275.7043	17.8266	5.25	1.249
275.8007	-12.0148	5.71	0.003
275.8068	-61.4939	4.36	1.466
275.9019	-75.0443	5.47	0.039
275.9149	-8.9344	4.67	0.954
275.9245	21.7698	3.85	1.174
275.9775	58.8007	5.04	0.064
276.0430	-34.3846	1.81	0.018
276.0574	39.5072	5.12	0.038
276.0760	-44.1103	5.24	-0.166
276.2559	-30.7566	5.58	1.117
276.2566	-28.4804	5.58	1.117
276.3377	-20.5417	4.86	1.338
276.4117	8.0320	5.66	0.876
276.4949	29.8289	5.82	0.064
276.4964	65.5635	4.83	1.179
276.7251	-48.1172	5.45	0.845
276.7434	-45.9685	3.49	-0.160
276.7676	-53.1102	5.97	1.176
276.8021	0.1961	5.20	0.487
276.9562	-29.8169	5.91	0.518
276.9927	-25.4217	2.83	1.056
276.9949	6.1941	5.71	-0.039
277.1130	-38.9957	5.64	0.137
277.2077	-49.0706	4.11	1.010
277.2994	-14.5658	4.69	0.068
277.3331	-80.2327	5.95	1.184
277.3988	23.8662	5.88	-0.099
277.4207	-1.9853	5.38	0.954
277.4374	77.5471	5.64	1.191
277.4831	-47.2205	5.68	1.259
277.4864	-57.5231	5.75	0.983
277.7685	16.9286	5.76	0.049
277.8434	-62.2783	4.62	-0.108
277.8571	-10.7958	5.76	0.181
277.8596	-18.4027	5.13	0.013
277.9843	-43.5074	5.69	1.322
277.9875	-1.0030	5.95	0.156
278.0081	-45.7574	5.08	-0.125
278.0889	-39.7040	5.16	0.084
278.1438	57.0456	4.78	0.622
278.1805	-14.8657	5.50	1.973
278.2082	30.5542	5.47	-0.080
278.2306	-73.9656	5.88	1.000
278.3464	-38.7260	5.61	-0.066
278.3758	-42.3125	4.62	1.004
278.4729	-24.0323	5.50	1.814
278.4862	52.3535	5.37	1.089
278.7600	-10.9772	5.13	0.909
278.8018	-8.2441	3.85	1.327
278.8025	18.2034	5.79	0.002
279.1160	9.1225	5.38	0.383
279.1556	33.4690	5.42	-0.103
279.1628	6.6718	5.44	0.370
279.3896	62.5266	5.74	-0.048
279.3998	-0.3095	5.77	0.059
279.6280	-23.5049	5.78	-0.024
279.8096	-47.9098	5.85	0.229
279.8965	-43.1859	5.43	1.608
279.9701	52.1961	6.00	-0.063
280.0016	-7.7908	5.82	1.538
280.5684	-9.0525	4.71	0.362
280.6581	55.5395	5.03	-0.073
280.7589	-71.4281	4.01	1.134
280.9456	-38.3234	5.12	0.074
280.9650	31.9266	5.68	0.355
281.0807	-35.6420	4.86	-0.171
281.1932	37.6051	4.34	0.208
281.2067	-25.0109	5.82	0.025
281.3621	-64.8713	4.78	0.206
281.3682	5.5001	5.82	0.041
281.4141	-26.9908	3.17	-0.092
281.4155	20.5463	4.21	0.473
281.4449	74.0856	5.24	0.969
281.5187	26.6621	4.83	1.195
281.5859	-22.3922	5.38	1.597
281.5926	75.4340	5.37	0.049
281.6191	-0.9617	5.88	0.135
281.6805	-10.1250	5.72	0.577
281.7553	18.1815	4.35	0.137
281.7936	-4.7479	4.23	1.070
281.8706	-5.7051	5.40	1.279
281.9359	-40.4062	5.21	0.774
282.2224	19.3287	5.90	0.019
282.3639	-45.8101	5.80	0.887
282.4171	-20.3247	5.22	1.404
282.5200	33.3627	3.52	0.000
282.7438	-9.7741	5.84	0.581
282.8004	59.3884	4.64	1.164
282.8956	52.9751	5.52	0.833
283.0543	-62.1876	4.22	-0.149
283.0685	21.4251	5.41	-0.085
283.1135	-46.5951	5.51	1.614
283.1652	-52.1074	5.18	0.956
283.3064	50.7082	4.91	0.894
283.5004	-21.3598	5.68	1.216
283.5424	-22.7448	4.85	1.398
283.5552	27.9095	5.64	1.363
283.5994	71.2972	4.82	1.146
283.6262	36.8986	4.28	1.545
283.6796	-15.6030	5.10	0.130
283.6870	22.6451	4.59	0.781
283.6964	48.8594	5.84	0.452
283.6964	-87.6058	5.28	1.303
283.7174	41.6027	5.46	1.031
283.8164	-26.2967	2.07	-0.138
283.8338	43.9461	4.19	1.371
283.8644	6.6153	5.58	1.037
284.0255	18.1054	5.70	1.090
284.0549	4.2036	4.61	0.167
284.0706	-42.7107	5.35	0.989
284.1072	65.2581	5.63	0.933
284.1877	57.8149	5.67	1.154
284.2376	-67.2335	4.40	0.701
284.2653	-5.8463	4.82	1.082
284.3191	2.5353	5.57	-0.003
284.4325	-21.1067	3.53	1.180
284.5079	38.2662	5.90	-0.092
284.5614	17.3609	5.33	0.715
284.6157	-52.9386	4.85	-0.046
284.6519	-60.2005	5.13	1.349
284.6807	-37.1074	4.83	0.393
284.7359	32.6896	3.25	-0.036
284.7739	13.6222	5.27	0.544
284.8492	-12.8405	5.52	-0.041
284.9057	15.0683	4.02	1.067
284.9395	26.2304	5.26	1.227
285.0570	50.5335	5.38	-0.173
285.1811	55.6583	5.52	0.853
285.3599	46.9348	5.01	0.195
285.4201	-5.7391	4.02	1.104
285.6153	-24.8468	5.63	1.217
285.6530	-29.8801	2.61	0.099
285.7787	-42.0951	4.74	-0.020
285.8237	-38.2531	5.72	0.337
285.8844	1.8188	5.83	0.187
285.9898	-51.0186	5.93	1.235
286.1044	-31.0471	5.50	0.022
286.1708	-21.7415	3.77	1.023
286.2299	53.3967	5.41	-0.019
286.2411	31.7441	5.62	1.529
286.3525	13.8635	2.99	0.027
286.4216	-15.6604	5.94	-0.026
286.5622	-4.8826	3.44	-0.079
286.5831	-52.3409	5.18	0.540
286.6046	-37.0634	4.23	0.523
286.6572	28.6286	5.53	0.290
286.6600	24.2508	5.79	0.107
286.7317	-48.2991	5.96	-0.012
286.7350	-27.6704	3.32	1.179
286.7442	11.0712	5.08	-0.057
286.8255	36.1002	5.26	-0.111
286.8566	32.5017	5.23	0.351
287.0696	-19.2903	5.58	-0.090
287.0874	-40.4967	4.58	1.091
287.1075	52.4257	5.90	1.084
287.2496	6.0732	5.23	0.355
287.2912	76.5605	5.12	0.311
287.3681	-37.9045	4.10	0.062
287.4410	-21.0236	2.90	0.377
287.4703	-68.4244	5.31	0.902
287.4902	-41.8923	5.86	-0.083
287.5073	-39.3408	4.11	1.189
287.9417	31.2835	5.94	-0.066
288.1387	67.6615	3.08	1.003
288.1696	-7.9395	5.36	0.089
288.3147	-12.2826	5.50	1.429
288.4279	2.2937	5.15	-0.074
288.4395	39.1460	4.41	-0.152
288.4798	57.7051	5.00	1.154
288.8536	30.5264	5.89	1.638
288.8851	-25.2567	4.87	0.564
288.8877	73.3555	4.45	1.261
289.0543	21.3904	4.77	-0.074
289.0906	-45.4660	5.38	1.335
289.0921	38.1337	4.34	1.252
289.1116	14.5446	5.68	-0.025
289.1293	4.8348	5.58	0.082
289.2757	53.3685	3.80	0.951
289.3010	-66.6610	5.51	0.182
289.4087	-18.9529	4.88	1.005
289.4318	23.0255	5.48	-0.012
289.6354	1.0851	5.10	1.143
289.9140	12.3747	5.53	0.258
289.9166	-35.4215	5.59	-0.121
290.1371	-5.4158	4.99	0.932
290.1487	-0.8922	5.47	-0.045
290.1590	-22.4025	5.59	0.285
290.1670	65.7145	4.59	0.046
290.4182	-17.8472	3.93	0.230
290.4318	-15.9550	4.58	0.064
290.6596	-44.4590	4.01	-0.100
290.7120	26.2624	5.20	-0.125
290.7134	-54.4239	5.03	0.016
290.9716	-40.6159	3.96	-0.087
290.9854	43.3882	5.85	0.921
291.0316	29.6213	4.99	-0.122
291.2425	11.9444	5.16	0.759
291.3187	-24.5086	5.02	0.240
291.3400	-13.8971	5.71	1.372
291.3692	19.7984	5.15	1.002
291.3746	3.1148	3.37	0.323
291.5380	36.3179	5.18	-0.112
291.5460	-15.0533	5.72	0.000
291.5798	-21.7767	5.57	1.229
291.6006	13.0238	5.76	0.475
291.6295	0.3386	4.68	0.561
291.7353	-29.7432	5.65	0.000
292.1764	24.6649	4.44	1.487
292.2541	1.9504	5.79	0.083
292.3423	14.5960	5.57	1.047
292.3494	-43.4452	5.71	0.205
292.4265	51.7298	3.77	0.156
292.4674	-26.9856	5.49	1.131
292.6660	-2.7889	5.03	1.746
292.6803	27.9597	3.08	1.086
292.7957	-68.4339	5.98	1.648
292.8401	26.6172	5.89	0.909
292.9430	34.4530	4.74	-0.145
293.0900	69.6612	4.67	0.807
293.2243	-53.1856	5.75	0.315
293.3401	-45.2717	5.59	-0.023
293.5223	7.3789	4.45	1.176
293.5354	-40.0346	5.91	0.093
293.6454	19.7734	5.00	-0.095
293.6719	42.4125	5.35	0.055
293.7122	29.4630	5.41	0.563
293.7802	-10.5604	5.13	1.095
293.8041	-48.0992	4.89	1.094
294.1106	50.2211	4.50	0.395
294.1582	44.6949	5.18	0.936
294.1768	-24.8836	4.61	-0.065
294.1803	-1.2866	4.36	-0.084
294.2186	11.2732	5.98	0.860
294.2227	-7.0275	4.97	-0.050
294.2639	-18.2311	5.65	1.237
294.3225	16.4628	5.66	1.003
294.3934	-14.3018	5.47	0.496
294.4472	-4.6476	5.45	0.430
294.6716	54.9738	5.89	0.472
294.7985	5.3978	5.18	-0.005
294.8442	30.1533	4.68	0.971
294.8604	42.8183	5.41	-0.066
295.0299	-23.4291	5.97	1.030
295.1805	-0.6212	5.66	0.104
295.2731	13.8157	6.00	-0.085
295.4540	50.5251	5.96	0.651
295.6417	11.8266	5.30	0.567
295.6859	32.4267	5.93	0.106
295.8897	-15.4701	5.49	0.469
295.9289	25.7719	5.49	0.934
295.9379	41.7731	5.86	1.569
296.0692	37.3544	4.89	0.941
296.2437	45.1308	2.91	-0.022
296.4164	7.6132	5.89	0.186
296.5051	-31.9086	5.52	0.016
296.5649	10.6133	2.71	1.522
296.5906	-19.7611	4.88	1.060
296.6067	33.7276	5.00	0.477
296.8469	18.5343	3.83	1.312
297.0050	-56.3626	5.34	0.191
297.0431	70.2679	3.84	0.888
297.1752	11.8159	5.75	0.546
297.3554	-72.5034	5.40	0.246
297.5586	-47.5574	5.92	1.652
297.6416	38.7224	5.19	1.638
297.6555	40.5998	5.69	-0.062
297.6572	52.9880	5.02	1.304
297.6867	-59.1937	5.43	0.081
297.6949	-10.7635	5.39	0.380
297.6958	8.8683	0.93	0.271
297.7568	10.4157	5.12	0.554
297.7671	22.6100	4.91	-0.148
297.9609	-39.8744	5.33	-0.048
297.9961	47.0273	5.64	-0.106
298.0066	24.9922	5.60	0.615
298.0299	47.9318	5.91	-0.176
298.0500	-19.0450	5.90	0.966
298.1182	1.0057	3.87	0.764
298.1572	-54.9710	5.72	0.909
298.3224	57.5235	5.14	-0.128
298.3281	-3.1145	5.63	0.222
298.3654	24.0796	4.60	-0.047
298.5620	8.4615	4.72	1.049
298.6867	0.2736	5.63	0.076
298.7010	36.9957	5.79	0.759
298.8154	-41.8683	4.12	1.077
298.8283	6.4068	3.72	0.853
298.9074	52.4389	4.91	0.124
298.9598	-26.2995	4.70	0.748
298.9657	38.4867	4.95	-0.093
298.9807	58.8460	4.97	1.581
299.0594	11.4237	5.29	0.007
299.0765	35.0834	3.90	1.017
299.2368	-27.1699	4.53	1.453
299.3078	40.3678	5.46	-0.093
299.4876	-15.4915	5.01	0.059
299.6583	30.9837	5.51	-0.063
299.6720	-69.1640	5.73	0.238
299.6893	19.4921	3.51	1.557
299.7939	23.1013	5.68	0.340
299.8351	45.7725	5.93	0.175
299.9341	-35.2763	4.37	-0.146
299.9473	-9.9582	5.86	0.593
299.9800	37.0429	5.15	-0.135
300.0138	17.5165	5.39	1.546
300.0844	-33.7035	5.65	0.498
300.1481	-72.9105	3.95	-0.007
300.2014	-45.1129	5.80	0.291
300.2457	8.5577	5.90	1.530
300.2752	27.7536	4.66	0.186
300.3398	50.1047	5.06	1.118
300.3689	64.8210	5.23	1.569
300.4364	-59.3759	5.05	1.332
300.4686	-66.9440	5.33	1.211
300.4942	-13.6372	5.70	0.068
300.5060	24.9380	5.26	0.378
300.6645	-27.7098	4.49	1.548
300.7045	67.8736	4.51	1.334
300.8183	18.5010	5.98	1.386
300.8751	16.0313	5.67	-0.112
300.8894	-37.9407	4.76	1.417
300.9059	29.8968	5.73	0.752
301.0259	17.0702	5.79	0.608
301.0346	7.2780	5.52	1.050
301.0816	-32.0563	4.99	1.208
301.0965	-0.7093	5.68	1.295
301.1507	32.2186	5.65	0.484
301.2896	19.9911	5.09	1.059
301.3870	61.9954	5.41	1.193
301.5577	53.1657	5.82	0.430
301.5907	35.9725	5.39	0.860
301.7225	23.6144	5.08	-0.166
301.8465	-52.8808	4.92	1.596
302.1817	-66.1821	3.55	0.751
302.2223	77.7114	4.40	-0.043
302.3567	36.8396	4.94	-0.142
302.7997	-36.1012	5.32	0.868
302.8262	-0.8215	3.25	-0.047
302.8283	-14.2672	3.25	-0.047
302.9499	26.8090	5.49	1.383
303.1078	-12.6175	5.84	0.473
303.3494	56.5677	4.28	0.119
303.3651	60.6406	5.80	1.475
303.4079	46.7413	3.81	1.188
303.5605	28.6948	5.20	0.182
303.5692	15.1976	4.95	0.066
303.5793	-52.4458	5.64	1.496
303.6335	36.8063	4.95	0.149
303.8162	25.5920	4.77	-0.173
303.8225	-27.0330	5.73	0.878
303.8490	33.7291	5.71	0.921
303.8680	47.7142	4.00	1.451
303.8760	23.5089	5.18	1.013
303.9422	27.8142	4.52	1.245
304.0026	45.5795	5.87	0.432
304.1962	24.6711	5.30	0.940
304.3805	66.8537	5.92	0.597
304.4120	-12.5082	4.24	1.046
304.4467	38.0329	4.79	0.374
304.5058	-21.8100	5.86	0.994
304.6031	55.3971	5.76	0.118
304.6628	34.9828	5.18	0.650
304.8484	-19.1185	5.27	1.394
304.9030	62.2575	5.72	-0.047
305.0008	13.5481	5.96	0.310
305.0251	68.8803	5.68	1.443
305.0892	17.7929	5.82	1.500
305.2528	-14.7814	3.09	0.765
305.2980	63.9801	5.69	1.578
305.5143	24.4461	5.53	-0.092
305.5224	45.7950	5.58	1.081
305.5571	40.2567	2.23	0.690
305.7946	5.3430	5.30	0.980
305.9349	37.4764	5.87	-0.176
305.9651	32.1902	4.43	1.337
306.3618	-28.6633	5.85	1.096
306.4119	-56.7351	1.92	-0.120
306.4189	21.4096	5.69	0.916
306.8927	38.4403	5.64	0.068
307.0608	81.4227	5.37	1.007
307.2151	-17.8137	4.80	0.369
307.3350	36.4547	5.91	0.404
307.3489	30.3686	4.01	0.422
307.3630	56.0682	5.90	-0.055
307.3954	62.9941	4.21	0.216
307.4125	-2.8855	4.91	1.162
307.8767	74.9546	5.19	0.096
308.0987	-9.8534	5.66	0.698
308.3032	11.3033	4.04	-0.116
308.4758	35.2509	4.65	1.487
308.4785	46.6939	5.78	-0.141
308.4795	-44.5160	5.12	0.997
308.4877	13.0273	5.39	0.081
308.8952	-60.5817	4.76	0.297
309.1818	-2.5500	4.89	1.599
309.2695	26.4619	5.60	-0.053
309.3873	14.5951	3.63	0.456
309.3918	-47.2915	3.11	1.000
309.3971	-61.5299	4.86	0.447
309.4547	11.3777	5.43	0.051
309.5845	-1.1051	4.31	0.936
309.6306	21.2012	4.81	-0.030
309.6330	24.1160	5.06	-0.135
309.6833	13.3151	5.69	1.508
309.7480	30.3343	5.68	1.086
309.7824	10.0862	5.07	0.702
309.8180	-14.9548	5.26	-0.132
309.8537	0.4864	5.15	1.059
309.9095	15.9121	3.78	-0.047
310.0123	-18.1387	5.15	1.616
310.0132	43.4589	5.98	1.184
310.0826	-33.4318	5.47	1.121
310.1355	-16.1242	5.79	0.992
310.2606	32.3073	5.51	0.880
310.3486	-31.5983	5.76	1.521
310.3580	45.2803	1.33	0.112
310.4854	41.7169	5.68	-0.109
310.5124	-76.1806	5.99	0.457
310.5526	50.3400	5.41	-0.111
310.6468	82.5312	5.75	-0.003
310.7959	66.6574	5.59	0.222
310.8647	15.0746	4.43	0.298
311.0097	-51.9210	4.52	0.280
311.0919	56.4884	5.94	1.615
311.2188	25.2706	4.92	1.174
311.2396	-66.2032	3.42	0.175
311.3224	61.8388	3.42	0.917
311.3380	57.5797	4.52	0.554
311.4156	30.7197	4.23	1.048
311.5239	-25.2709	4.15	0.434
311.5416	-21.5140	5.91	0.062
311.5528	33.9703	2.49	1.036
311.5836	-39.1993	5.48	-0.081
311.6646	16.1243	4.26	1.037
311.8522	36.4907	4.57	-0.114
311.8894	80.5523	5.36	1.143
311.9190	-9.4958	3.77	0.012
311.9343	-5.0277	4.46	1.594
311.9514	6.0082	5.62	-0.015
311.9554	47.8319	5.60	1.462
312.1214	-43.9885	5.11	0.353
312.2345	46.1141	4.86	0.339
312.3257	-68.7765	5.41	1.135
312.3707	-46.2268	4.89	1.517
312.4920	-33.7797	4.90	0.987
312.6741	-12.5449	5.87	1.062
312.7532	-37.9133	5.51	1.390
312.8752	-51.6082	5.06	1.120
312.9554	-26.9191	4.11	1.628
313.0320	27.0970	4.57	0.832
313.0362	-5.5071	5.55	-0.085
313.1635	-8.9833	4.72	0.336
313.3115	44.3873	4.79	-0.133
313.4174	-39.8099	5.34	1.319
313.4746	33.4379	5.47	1.523
313.6402	28.0576	5.00	1.487
313.6848	75.9256	6.00	0.941
313.6992	-17.9229	5.78	1.112
313.7025	-58.4542	3.65	1.248
313.9029	13.7215	5.19	1.116
313.9107	12.5686	5.54	0.127
313.9575	47.4177	5.72	0.405
314.1079	49.1958	5.92	1.051
314.1972	-26.2964	5.70	0.503
314.2251	-9.6975	5.48	1.474
314.2934	41.1671	3.94	0.014
314.4194	-16.0315	5.88	0.182
314.5681	22.3259	5.29	1.419
314.5811	44.4717	5.56	0.973
314.6081	10.8393	5.52	0.929
314.6251	50.4618	5.59	-0.144
314.6743	-14.4831	5.96	0.239
314.7684	4.2936	5.40	0.477
314.8558	59.4386	5.53	1.410
315.0166	7.5162	5.99	0.276
315.0895	-51.2653	5.77	0.473
315.1154	19.3296	5.71	1.558
315.2955	46.1558	5.43	-0.207
315.3036	36.0260	6.00	0.991
315.3228	-32.2578	4.67	0.880
315.5375	56.6696	5.83	-0.058
315.7415	-38.6314	5.33	0.408
315.9484	53.2859	5.92	0.998
316.0197	-5.8231	5.74	0.840
316.1013	-19.8550	4.85	0.173
316.1444	5.5029	5.61	1.660
316.1794	-77.0238	5.13	0.501
316.2328	43.9279	3.71	1.616
316.3094	-54.7270	5.17	1.200
316.3719	78.1264	5.92	-0.077
316.4868	-17.2329	4.08	0.015
316.5048	-30.1251	5.70	1.045
316.5971	71.4318	5.88	0.386
316.6028	-32.3416	5.20	1.099
316.6063	-41.3860	5.52	1.349
316.6260	31.1847	5.77	0.545
316.6504	47.6484	4.53	1.558
316.7248	38.7494	5.20	1.069
316.7819	-25.0059	4.52	1.594
317.1362	-63.9283	5.76	1.176
317.1401	-21.1937	5.30	0.000
317.1952	-88.9565	5.45	0.281
317.3435	-73.1730	5.67	0.586
317.3985	-11.3717	4.51	0.943
317.5649	53.5631	5.75	-0.113
317.5854	10.1316	4.71	0.296
317.9510	59.9866	5.73	0.028
318.2341	30.2269	3.20	0.990
318.2628	-39.4249	5.26	0.447
318.3222	-27.6193	5.41	1.425
318.3290	-36.4235	5.96	0.970
318.3355	-70.1263	5.08	1.537
318.6201	10.0070	4.50	0.505
318.6979	38.0453	3.74	0.404
318.9079	-20.6517	5.16	1.161
318.9269	77.0123	5.91	1.533
318.9368	-15.1715	5.33	1.586
318.9560	5.2478	3.94	0.541
319.3094	55.7980	5.98	1.447
319.3540	39.3947	4.26	0.086
319.4795	34.8969	4.42	-0.106
319.4845	-32.1725	4.72	0.073
319.4887	-17.9851	5.40	-0.120
319.6133	43.9459	5.05	-0.065
319.6449	62.5856	2.47	0.249
319.7168	11.2034	5.97	1.620
319.8154	58.6235	5.71	1.175
319.8424	38.2375	5.89	0.502
319.8426	64.8719	5.19	-0.049
319.9666	-53.4494	4.50	0.168
320.1902	-40.8095	4.81	0.042
320.2683	23.8560	5.59	1.063
320.5217	19.8045	4.09	1.106
320.5617	-16.8345	4.29	0.891
320.7234	6.8111	5.16	0.060
321.0400	-20.8519	5.37	1.175
321.0479	-12.8781	5.49	0.278
321.1417	26.1746	5.67	0.317
321.2065	80.5248	5.96	0.946
321.3207	-3.5567	5.48	1.463
321.5953	-37.8294	5.64	1.195
321.6109	-65.3662	4.23	0.488
321.6668	-22.4113	3.75	0.998
321.6874	52.8985	6.00	-0.112
321.7151	48.8352	5.29	0.096
321.7568	-42.5479	5.50	0.392
321.8390	37.1168	5.30	-0.144
321.9169	27.6086	5.39	0.045
321.9172	8.7787	5.39	0.045
321.9423	66.8091	5.42	-0.102
322.0344	32.2253	5.75	0.320
322.1650	70.5607	3.23	-0.207
322.1872	-69.5054	5.61	1.334
322.2491	22.1794	5.94	1.346
322.3623	46.5406	5.23	0.961
322.4871	23.6388	4.52	1.578
322.7470	60.4594	5.54	0.090
322.8897	-5.5712	2.89	0.837
323.0245	-41.1793	5.29	1.110
323.0607	-33.9446	5.97	0.063
323.2358	49.9776	5.77	-0.035
323.3480	-44.8487	5.57	1.047
323.4952	45.5918	3.99	0.879
323.6940	38.5341	4.87	1.092
323.8234	-3.9833	5.78	1.112
324.0457	-26.1715	5.74	0.226
324.2374	40.4135	5.05	0.195
324.2701	-19.4660	4.52	-0.179
324.4380	-7.8542	4.69	0.181
324.4393	19.3186	5.46	0.315
324.4801	62.0819	4.79	0.237
324.6331	5.7717	5.67	0.258
324.7401	57.4890	5.70	0.157
324.7550	20.2655	5.78	0.304
324.8886	2.2436	5.10	1.032
325.0227	-16.6623	3.68	0.340
325.0463	43.2738	5.10	1.572
325.3694	-77.3900	3.74	1.004
325.3869	-14.0476	5.16	0.666
325.4804	71.3114	4.54	1.116
325.5029	-23.2629	5.24	0.982
325.5045	35.5102	5.98	2.659
325.5236	51.1896	4.68	-0.121
325.5421	1.2853	5.65	1.456
325.5644	5.6801	5.31	1.625
325.6646	-18.8663	4.73	0.881
325.7668	72.3201	5.18	1.060
325.7770	41.1550	5.52	1.586
325.8569	38.2836	5.70	-0.005
325.8769	58.7800	4.02	2.233
326.0040	-14.7494	5.96	0.219
326.0357	28.7426	4.77	0.450
326.0465	9.8750	2.39	1.526
326.1279	17.3500	4.34	1.142
326.1305	14.7719	5.96	0.578
326.1614	25.6450	4.15	0.433
326.2367	-33.0258	4.34	-0.035
326.2511	-9.0824	5.08	1.103
326.3622	61.1208	4.31	0.474
326.5182	22.9489	5.27	1.349
326.6337	-11.3660	5.58	-0.005
326.6984	49.3096	4.25	-0.127
326.7602	-16.1273	2.85	0.180
326.8082	2.6861	5.64	0.008
326.9340	-30.8983	5.02	0.053
327.0656	-47.3036	5.57	0.603
327.4612	30.1742	5.08	0.007
327.5005	-64.7125	5.62	1.010
327.5363	17.2859	5.34	0.391
327.6966	-69.6294	5.51	1.378
327.7273	-82.7189	5.29	0.750
327.8927	-59.4213	5.78	-0.107
328.0043	55.7967	5.69	-0.103
328.1247	28.7935	5.53	0.425
328.2657	25.9251	5.09	-0.159
328.3240	-13.5518	5.09	0.376
328.4822	-37.3649	3.01	-0.087
328.5432	-4.2762	5.71	1.186
328.7215	56.6112	5.80	0.638
328.7975	-61.8866	5.92	0.390
328.8792	65.3208	5.95	-0.101
329.1631	63.6256	5.17	1.516
329.2349	12.0765	5.55	0.043
329.4795	-54.9926	4.41	0.295
329.8124	73.1799	5.04	0.454
